"Id","Label","Classification"
"Dorian Missick","Dorian Missick","ACTOR"
"Scott Derrickson","Scott Derrickson","DIRECTOR"
"Running Forever","Running Forever","MOVIE"
"David Raizor","David Raizor","ACTOR"
"Cody Howard","Cody Howard","ACTOR"
"Martin Kove","Martin Kove","ACTOR"
"Mike Mayhall","Mike Mayhall","DIRECTOR"
"Superman","Superman","MOVIE"
"Marlon Brando","Marlon Brando","ACTOR"
"Margot Kidder","Margot Kidder","ACTOR"
"Ned Beatty","Ned Beatty","ACTOR"
"Richard Donner","Richard Donner","DIRECTOR"
"Bubble Boy","Bubble Boy","MOVIE"
"Jake Gyllenhaal","Jake Gyllenhaal","ACTOR"
"Geoffrey Arend","Geoffrey Arend","ACTOR"
"Marley Shelton","Marley Shelton","ACTOR"
"Blair Hayes","Blair Hayes","DIRECTOR"
"The Net","The Net","MOVIE"
"Ken Howard","Ken Howard","ACTOR"
"Jeremy Northam","Jeremy Northam","ACTOR"
"Ray McKinnon","Ray McKinnon","ACTOR"
"Irwin Winkler","Irwin Winkler","DIRECTOR"
"The Red Violin","The Red Violin","MOVIE"
"Johannes Silberschneider","Johannes Silberschneider","ACTOR"
"Clotilde Mollet","Clotilde Mollet","ACTOR"
"Carlo Cecchi","Carlo Cecchi","ACTOR"
"Fran--ois Girard","Fran--ois Girard","DIRECTOR"
"Colombiana","Colombiana","MOVIE"
"Callum Blue","Callum Blue","ACTOR"
"Jesse Borrego","Jesse Borrego","ACTOR"
"Olivier Megaton","Olivier Megaton","DIRECTOR"
"Monsters vs. Aliens","Monsters vs. Aliens","MOVIE"
"Amy Poehler","Amy Poehler","ACTOR"
"Rainn Wilson","Rainn Wilson","ACTOR"
"Stephen Colbert","Stephen Colbert","ACTOR"
"Rob Letterman","Rob Letterman","DIRECTOR"
"Supercapitalist","Supercapitalist","MOVIE"
"Paul Sheehan","Paul Sheehan","ACTOR"
"Linus Roache","Linus Roache","ACTOR"
"Kathy Uyen","Kathy Uyen","ACTOR"
"Simon Yin","Simon Yin","DIRECTOR"
"Fantasia 2000","Fantasia 2000","MOVIE"
"Quincy Jones","Quincy Jones","ACTOR"
"Penn Jillette","Penn Jillette","ACTOR"
"Russi Taylor","Russi Taylor","ACTOR"
"James Algar","James Algar","DIRECTOR"
"Never Back Down 2: The Beatdown","Never Back Down 2: The Beatdown","MOVIE"
"Michael Jai White","Michael Jai White","ACTOR-DIRECTOR"
"Alex Meraz","Alex Meraz","ACTOR"
"Jillian Murray","Jillian Murray","ACTOR"
"Summer of Sam","Summer of Sam","MOVIE"
"Mira Sorvino","Mira Sorvino","ACTOR"
"Jennifer Esposito","Jennifer Esposito","ACTOR"
"Mike Starr","Mike Starr","ACTOR"
"Firestorm","Firestorm","MOVIE"
"Andy Lau","Andy Lau","ACTOR"
"Michael Wong","Michael Wong","ACTOR"
"Terence Yin","Terence Yin","ACTOR"
"Alan Yuen","Alan Yuen","DIRECTOR"
"Romeo + Juliet","Romeo + Juliet","MOVIE"
"Harold Perrineau","Harold Perrineau","ACTOR"
"Brian Dennehy","Brian Dennehy","ACTOR"
"Warm Bodies","Warm Bodies","MOVIE"
"Cory Hardrict","Cory Hardrict","ACTOR"
"Vincent Leclerc","Vincent Leclerc","ACTOR"
"Daniel Rindress-Kay","Daniel Rindress-Kay","ACTOR"
"Jonathan Levine","Jonathan Levine","DIRECTOR"
"Grease","Grease","MOVIE"
"Olivia Newton-John","Olivia Newton-John","ACTOR"
"Stockard Channing","Stockard Channing","ACTOR"
"Sid Caesar","Sid Caesar","ACTOR"
"Randal Kleiser","Randal Kleiser","DIRECTOR"
"1408","1408","MOVIE"
"Drew Powell","Drew Powell","ACTOR"
"Kim Thomson","Kim Thomson","ACTOR"
"Alexandra Silber","Alexandra Silber","ACTOR"
"Mikael H--fstr--m","Mikael H--fstr--m","DIRECTOR"
"Lake Mungo","Lake Mungo","MOVIE"
"Talia Zucker","Talia Zucker","ACTOR"
"Rosie Traynor","Rosie Traynor","ACTOR"
"Martin Sharpe","Martin Sharpe","ACTOR"
"Joel Anderson","Joel Anderson","DIRECTOR"
"Code Name: The Cleaner","Code Name: The Cleaner","MOVIE"
"Cedric the Entertainer","Cedric the Entertainer","ACTOR"
"Les Mayfield","Les Mayfield","DIRECTOR"
"21 Grams","21 Grams","MOVIE"
"Naomi Watts","Naomi Watts","ACTOR"
"Eddie Marsan","Eddie Marsan","ACTOR"
"Danny Huston","Danny Huston","ACTOR"
"Alejandro G. I----rritu","Alejandro G. I----rritu","DIRECTOR"
"Get on the Bus","Get on the Bus","MOVIE"
"Bernie Mac","Bernie Mac","ACTOR"
"Harry Lennix","Harry Lennix","ACTOR"
"Andre Braugher","Andre Braugher","ACTOR"
"Black November","Black November","MOVIE"
"Akon","Akon","ACTOR"
"Nathin Butler","Nathin Butler","ACTOR"
"Razaaq Adoti","Razaaq Adoti","ACTOR"
"Jeta Amata","Jeta Amata","DIRECTOR"
"American Desi","American Desi","MOVIE"
"Purva Bedi","Purva Bedi","ACTOR"
"Rizwan Manji","Rizwan Manji","ACTOR"
"Anil Kumar","Anil Kumar","ACTOR"
"Piyush Dinker Pandya","Piyush Dinker Pandya","DIRECTOR"
"Mystery, Alaska","Mystery, Alaska","MOVIE"
"Scott Grimes","Scott Grimes","ACTOR"
"Mary McCormack","Mary McCormack","ACTOR"
"Ron Eldard","Ron Eldard","ACTOR"
"Jay Roach","Jay Roach","DIRECTOR"
"The Flintstones in Viva Rock Vegas","The Flintstones in Viva Rock Vegas","MOVIE"
"Taylor Negron","Taylor Negron","ACTOR"
"Mark Addy","Mark Addy","ACTOR"
"Danny Woodburn","Danny Woodburn","ACTOR"
"Brian Levant","Brian Levant","DIRECTOR"
"Ant-Man","Ant-Man","MOVIE"
"Judy Greer","Judy Greer","ACTOR"
"Hayley Atwell","Hayley Atwell","ACTOR"
"T.I.","T.I.","ACTOR"
"Peyton Reed","Peyton Reed","DIRECTOR"
"Underworld: Rise of the Lycans","Underworld: Rise of the Lycans","MOVIE"
"Craig Parker","Craig Parker","ACTOR"
"Kevin Grevioux","Kevin Grevioux","ACTOR"
"Steven Mackintosh","Steven Mackintosh","ACTOR"
"Patrick Tatopoulos","Patrick Tatopoulos","DIRECTOR"
"Phone Booth","Phone Booth","MOVIE"
"John Enos III","John Enos III","ACTOR"
"Richard T. Jones","Richard T. Jones","ACTOR"
"Joel Schumacher","Joel Schumacher","DIRECTOR"
"Pride and Prejudice and Zombies","Pride and Prejudice and Zombies","MOVIE"
"Matt Smith","Matt Smith","ACTOR"
"Bella Heathcote","Bella Heathcote","ACTOR"
"Sam Riley","Sam Riley","ACTOR"
"Burr Steers","Burr Steers","DIRECTOR"
"The Little Ponderosa Zoo","The Little Ponderosa Zoo","MOVIE"
"Mike Stanley","Mike Stanley","ACTOR"
"Jeff Delaney","Jeff Delaney","ACTOR"
"Jamison Stalsworth","Jamison Stalsworth","ACTOR"
"Luke Dye","Luke Dye","DIRECTOR"
"The Golden Child","The Golden Child","MOVIE"
"Victor Wong","Victor Wong","ACTOR"
"Randall 'Tex' Cobb","Randall 'Tex' Cobb","ACTOR"
"Charlotte Lewis","Charlotte Lewis","ACTOR"
"Michael Ritchie","Michael Ritchie","DIRECTOR"
"Star Wars: Episode II - Attack of the Clones","Star Wars: Episode II - Attack of the Clones","MOVIE"
"Natalie Portman","Natalie Portman","ACTOR"
"Christopher Lee","Christopher Lee","ACTOR"
"Hayden Christensen","Hayden Christensen","ACTOR"
"George Lucas","George Lucas","DIRECTOR"
"The Dead Girl","The Dead Girl","MOVIE"
"Bruce Davison","Bruce Davison","ACTOR"
"Piper Laurie","Piper Laurie","ACTOR"
"Karen Moncrieff","Karen Moncrieff","DIRECTOR"
"Earth to Echo","Earth to Echo","MOVIE"
"Teo Halm","Teo Halm","ACTOR"
"Ella Wahlestedt","Ella Wahlestedt","ACTOR"
"Jason Gray-Stanford","Jason Gray-Stanford","ACTOR"
"Dave Green","Dave Green","DIRECTOR"
"Flashdance","Flashdance","MOVIE"
"Michael Nouri","Michael Nouri","ACTOR"
"Cynthia Rhodes","Cynthia Rhodes","ACTOR"
"Lee Ving","Lee Ving","ACTOR"
"Adrian Lyne","Adrian Lyne","DIRECTOR"
"The Princess Diaries","The Princess Diaries","MOVIE"
"Anne Hathaway","Anne Hathaway","ACTOR"
"Hector Elizondo","Hector Elizondo","ACTOR"
"Heather Matarazzo","Heather Matarazzo","ACTOR"
"Garry Marshall","Garry Marshall","DIRECTOR"
"Krush Groove","Krush Groove","MOVIE"
"LisaGay Hamilton","LisaGay Hamilton","ACTOR"
"Bobby Brown","Bobby Brown","ACTOR"
"Michael Schultz","Michael Schultz","DIRECTOR"
"Julija in alfa Romeo","Julija in alfa Romeo","MOVIE"
"Dario Nozic Serini","Dario Nozic Serini","ACTOR"
"Spela Colja","Spela Colja","ACTOR"
"Andrej Nahtigal","Andrej Nahtigal","ACTOR"
"Blaz Zavrsnik","Blaz Zavrsnik","DIRECTOR"
"Zathura: A Space Adventure","Zathura: A Space Adventure","MOVIE"
"Kristen Stewart","Kristen Stewart","ACTOR"
"Josh Hutcherson","Josh Hutcherson","ACTOR"
"Jonah Bobo","Jonah Bobo","ACTOR"
"Jon Favreau","Jon Favreau","ACTOR-DIRECTOR"
"Keeping the Faith","Keeping the Faith","MOVIE"
"Lisa Edelstein","Lisa Edelstein","ACTOR"
"Milos Forman","Milos Forman","ACTOR-DIRECTOR"
"Anne Bancroft","Anne Bancroft","ACTOR"
"Edward Norton","Edward Norton","DIRECTOR"
"The Muppet Christmas Carol","The Muppet Christmas Carol","MOVIE"
"Jerry Nelson","Jerry Nelson","ACTOR"
"Steve Whitmire","Steve Whitmire","ACTOR"
"Brian Henson","Brian Henson","DIRECTOR"
"Selma","Selma","MOVIE"
"David Oyelowo","David Oyelowo","ACTOR"
"Tom Wilkinson","Tom Wilkinson","ACTOR"
"Oprah Winfrey","Oprah Winfrey","ACTOR"
"Ava DuVernay","Ava DuVernay","DIRECTOR"
"Slow West","Slow West","MOVIE"
"Kodi Smit-McPhee","Kodi Smit-McPhee","ACTOR"
"Ben Mendelsohn","Ben Mendelsohn","ACTOR"
"John Maclean","John Maclean","DIRECTOR"
"Downfall","Downfall","MOVIE"
"Thomas Kretschmann","Thomas Kretschmann","ACTOR"
"Bruno Ganz","Bruno Ganz","ACTOR"
"Alexandra Maria Lara","Alexandra Maria Lara","ACTOR"
"Oliver Hirschbiegel","Oliver Hirschbiegel","DIRECTOR"
"Vera Drake","Vera Drake","MOVIE"
"Sally Hawkins","Sally Hawkins","ACTOR"
"Imelda Staunton","Imelda Staunton","ACTOR"
"Mike Leigh","Mike Leigh","DIRECTOR"
"An American Haunting","An American Haunting","MOVIE"
"Sissy Spacek","Sissy Spacek","ACTOR"
"James D'Arcy","James D'Arcy","ACTOR"
"Vernon Dobtcheff","Vernon Dobtcheff","ACTOR"
"Courtney Solomon","Courtney Solomon","DIRECTOR"
"La otra conquista","La otra conquista","MOVIE"
"Elpidia Carrillo","Elpidia Carrillo","ACTOR"
"Zaide Silvia Guti--rrez","Zaide Silvia Guti--rrez","ACTOR"
"Dami--n Delgado","Dami--n Delgado","ACTOR"
"Salvador Carrasco","Salvador Carrasco","DIRECTOR"
"The Back-up Plan","The Back-up Plan","MOVIE"
"Danneel Ackles","Danneel Ackles","ACTOR"
"Noureen DeWulf","Noureen DeWulf","ACTOR"
"Tom Bosley","Tom Bosley","ACTOR"
"Alan Poul","Alan Poul","DIRECTOR"
"LOL","LOL","MOVIE"
"Nora Dunn","Nora Dunn","ACTOR"
"Lina Esco","Lina Esco","ACTOR"
"Alix Freihage","Alix Freihage","ACTOR"
"Lisa Azuelos","Lisa Azuelos","DIRECTOR"
"Enchanted","Enchanted","MOVIE"
"Jeff Bennett","Jeff Bennett","ACTOR"
"Teala Dunn","Teala Dunn","ACTOR"
"Fred Tatasciore","Fred Tatasciore","ACTOR"
"Kevin Lima","Kevin Lima","DIRECTOR"
"Bulletproof Monk","Bulletproof Monk","MOVIE"
"Jaime King","Jaime King","ACTOR"
"Mako","Mako","ACTOR"
"Victoria Smurfit","Victoria Smurfit","ACTOR"
"Paul Hunter","Paul Hunter","DIRECTOR"
"How Green Was My Valley","How Green Was My Valley","MOVIE"
"Roddy McDowall","Roddy McDowall","ACTOR"
"Walter Pidgeon","Walter Pidgeon","ACTOR"
"Barry Fitzgerald","Barry Fitzgerald","ACTOR"
"John Ford","John Ford","DIRECTOR"
"Monsoon Wedding","Monsoon Wedding","MOVIE"
"Naseeruddin Shah","Naseeruddin Shah","ACTOR"
"Randeep Hooda","Randeep Hooda","ACTOR"
"Lillete Dubey","Lillete Dubey","ACTOR"
"Mira Nair","Mira Nair","DIRECTOR"
"AVP: Alien vs. Predator","AVP: Alien vs. Predator","MOVIE"
"Sanaa Lathan","Sanaa Lathan","ACTOR"
"Colin Salmon","Colin Salmon","ACTOR"
"Raoul Bova","Raoul Bova","ACTOR"
"Paul W.S. Anderson","Paul W.S. Anderson","DIRECTOR"
"Couples Retreat","Couples Retreat","MOVIE"
"Kristin Davis","Kristin Davis","ACTOR"
"Tasha Smith","Tasha Smith","ACTOR"
"Peter Billingsley","Peter Billingsley","DIRECTOR"
"Never Back Down","Never Back Down","MOVIE"
"Neil Brown Jr.","Neil Brown Jr.","ACTOR"
"Leslie Hope","Leslie Hope","ACTOR"
"The Big Swap","The Big Swap","MOVIE"
"Kevin Howarth","Kevin Howarth","ACTOR"
"Mark Caven","Mark Caven","ACTOR"
"Thierry Harcourt","Thierry Harcourt","ACTOR"
"Niall Johnson","Niall Johnson","DIRECTOR"
"Milk","Milk","MOVIE"
"Denis O'Hare","Denis O'Hare","ACTOR"
"Lucas Grabeel","Lucas Grabeel","ACTOR"
"Gus Van Sant","Gus Van Sant","ACTOR-DIRECTOR"
"Weekend","Weekend","MOVIE"
"Tom Cullen","Tom Cullen","ACTOR"
"Chris New","Chris New","ACTOR"
"Vauxhall Jermaine","Vauxhall Jermaine","ACTOR"
"Andrew Haigh","Andrew Haigh","DIRECTOR"
"Pan","Pan","MOVIE"
"Hugh Jackman","Hugh Jackman","ACTOR"
"Cara Delevingne","Cara Delevingne","ACTOR"
"Nonso Anozie","Nonso Anozie","ACTOR"
"Joe Wright","Joe Wright","DIRECTOR"
"Diary of a Wimpy Kid: Dog Days","Diary of a Wimpy Kid: Dog Days","MOVIE"
"Zachary Gordon","Zachary Gordon","ACTOR"
"Rachael Harris","Rachael Harris","ACTOR"
"Karan Brar","Karan Brar","ACTOR"
"David Bowers","David Bowers","DIRECTOR"
"Manderlay","Manderlay","MOVIE"
"Bryce Dallas Howard","Bryce Dallas Howard","ACTOR"
"Jeremy Davies","Jeremy Davies","ACTOR"
"Jean-Marc Barr","Jean-Marc Barr","ACTOR"
"Lars von Trier","Lars von Trier","DIRECTOR"
"Wish I Was Here","Wish I Was Here","MOVIE"
"Jim Parsons","Jim Parsons","ACTOR"
"Josh Gad","Josh Gad","ACTOR"
"Michael Weston","Michael Weston","ACTOR"
"Zach Braff","Zach Braff","DIRECTOR"
"Bicentennial Man","Bicentennial Man","MOVIE"
"Robin Williams","Robin Williams","ACTOR"
"John Michael Higgins","John Michael Higgins","ACTOR"
"Chris Columbus","Chris Columbus","DIRECTOR"
"My Boss's Daughter","My Boss's Daughter","MOVIE"
"Carmen Electra","Carmen Electra","ACTOR"
"Tyler Labine","Tyler Labine","ACTOR"
"Molly Shannon","Molly Shannon","ACTOR"
"David Zucker","David Zucker","ACTOR-DIRECTOR"
"The Lone Ranger","The Lone Ranger","MOVIE"
"Johnny Depp","Johnny Depp","ACTOR"
"Ruth Wilson","Ruth Wilson","ACTOR"
"Gore Verbinski","Gore Verbinski","DIRECTOR"
"The SpongeBob Movie: Sponge Out of Water","The SpongeBob Movie: Sponge Out of Water","MOVIE"
"Tim Conway","Tim Conway","ACTOR"
"Billy West","Billy West","ACTOR"
"Eddie Deezen","Eddie Deezen","ACTOR"
"Paul Tibbitt","Paul Tibbitt","DIRECTOR"
"The 5th Quarter","The 5th Quarter","MOVIE"
"Aidan Quinn","Aidan Quinn","ACTOR"
"Kendrick Cross","Kendrick Cross","ACTOR"
"Sammy Nagi Njuguna","Sammy Nagi Njuguna","ACTOR"
"Rick Bieber","Rick Bieber","DIRECTOR"
"March or Die","March or Die","MOVIE"
"Catherine Deneuve","Catherine Deneuve","ACTOR"
"Terence Hill","Terence Hill","ACTOR"
"Jack O'Halloran","Jack O'Halloran","ACTOR"
"Dick Richards","Dick Richards","DIRECTOR"
"Shotgun Stories","Shotgun Stories","MOVIE"
"Michael Abbott Jr.","Michael Abbott Jr.","ACTOR"
"Natalie Canerday","Natalie Canerday","ACTOR"
"Travis Smith","Travis Smith","ACTOR"
"Jeff Nichols","Jeff Nichols","DIRECTOR"
"Taxi to the Dark Side","Taxi to the Dark Side","MOVIE"
"Alex Gibney","Alex Gibney","ACTOR-DIRECTOR"
"George W. Bush","George W. Bush","ACTOR"
"Greg D'Agostino","Greg D'Agostino","ACTOR"
"Rendition","Rendition","MOVIE"
"J.K. Simmons","J.K. Simmons","ACTOR"
"Gavin Hood","Gavin Hood","DIRECTOR"
"Lucy","Lucy","MOVIE"
"Scarlett Johansson","Scarlett Johansson","ACTOR"
"Morgan Freeman","Morgan Freeman","ACTOR"
"Amr Waked","Amr Waked","ACTOR"
"Luc Besson","Luc Besson","DIRECTOR"
"Zero Dark Thirty","Zero Dark Thirty","MOVIE"
"Jennifer Ehle","Jennifer Ehle","ACTOR"
"Parker Sawyers","Parker Sawyers","ACTOR"
"Kathryn Bigelow","Kathryn Bigelow","DIRECTOR"
"Renaissance Man","Renaissance Man","MOVIE"
"Ed Begley Jr.","Ed Begley Jr.","ACTOR"
"Cliff Robertson","Cliff Robertson","ACTOR"
"Lillo Brancato","Lillo Brancato","ACTOR"
"Penny Marshall","Penny Marshall","DIRECTOR"
"Head Over Heels","Head Over Heels","MOVIE"
"Ivana Milicevic","Ivana Milicevic","ACTOR"
"China Chow","China Chow","ACTOR"
"This Christmas","This Christmas","MOVIE"
"Mekhi Phifer","Mekhi Phifer","ACTOR"
"Chris Brown","Chris Brown","ACTOR"
"Loretta Devine","Loretta Devine","ACTOR"
"Preston A. Whitmore II","Preston A. Whitmore II","DIRECTOR"
"Hot Pursuit","Hot Pursuit","MOVIE"
"Jim Gaffigan","Jim Gaffigan","ACTOR"
"Michael Mosley","Michael Mosley","ACTOR"
"Anne Fletcher","Anne Fletcher","DIRECTOR"
"Pound of Flesh","Pound of Flesh","MOVIE"
"Darren Shahlavi","Darren Shahlavi","ACTOR"
"Aki Aleong","Aki Aleong","ACTOR"
"Brahim Achabbakhe","Brahim Achabbakhe","ACTOR"
"Ernie Barbarash","Ernie Barbarash","DIRECTOR"
"Fish Tank","Fish Tank","MOVIE"
"Harry Treadaway","Harry Treadaway","ACTOR"
"Jason Maza","Jason Maza","ACTOR"
"Andrea Arnold","Andrea Arnold","DIRECTOR"
"Congo","Congo","MOVIE"
"Dylan Walsh","Dylan Walsh","ACTOR"
"Joe Don Baker","Joe Don Baker","ACTOR"
"Grant Heslov","Grant Heslov","ACTOR-DIRECTOR"
"Frank Marshall","Frank Marshall","DIRECTOR"
"Point Blank","Point Blank","MOVIE"
"Lee Marvin","Lee Marvin","ACTOR"
"Angie Dickinson","Angie Dickinson","ACTOR"
"Carroll O'Connor","Carroll O'Connor","ACTOR"
"John Boorman","John Boorman","DIRECTOR"
"Buffy the Vampire Slayer","Buffy the Vampire Slayer","MOVIE"
"Alyson Hannigan","Alyson Hannigan","ACTOR"
"Emma Caulfield","Emma Caulfield","ACTOR"
"Alvin and the Chipmunks: The Road Chip","Alvin and the Chipmunks: The Road Chip","MOVIE"
"Bella Thorne","Bella Thorne","ACTOR"
"Joshua Mikel","Joshua Mikel","ACTOR"
"Jesse McCartney","Jesse McCartney","ACTOR"
"Walt Becker","Walt Becker","DIRECTOR"
"Antibirth","Antibirth","MOVIE"
"Natasha Lyonne","Natasha Lyonne","ACTOR"
"Emmanuel Kabongo","Emmanuel Kabongo","ACTOR"
"Danny Perez","Danny Perez","DIRECTOR"
"Batman v Superman: Dawn of Justice","Batman v Superman: Dawn of Justice","MOVIE"
"Henry Cavill","Henry Cavill","ACTOR"
"Lauren Cohan","Lauren Cohan","ACTOR"
"Alan D. Purwin","Alan D. Purwin","ACTOR"
"Zack Snyder","Zack Snyder","DIRECTOR"
"Edge of Tomorrow","Edge of Tomorrow","MOVIE"
"Tom Cruise","Tom Cruise","ACTOR"
"Lara Pulver","Lara Pulver","ACTOR"
"Noah Taylor","Noah Taylor","ACTOR"
"Doug Liman","Doug Liman","DIRECTOR"
"Philomena","Philomena","MOVIE"
"Steve Coogan","Steve Coogan","ACTOR"
"Mare Winningham","Mare Winningham","ACTOR"
"Peter Hermann","Peter Hermann","ACTOR"
"Stephen Frears","Stephen Frears","DIRECTOR"
"O","O","MOVIE"
"Andrew Keegan","Andrew Keegan","ACTOR"
"John Heard","John Heard","ACTOR"
"Tim Blake Nelson","Tim Blake Nelson","ACTOR-DIRECTOR"
"The Nun's Story","The Nun's Story","MOVIE"
"Colleen Dewhurst","Colleen Dewhurst","ACTOR"
"Peter Finch","Peter Finch","ACTOR"
"Beatrice Straight","Beatrice Straight","ACTOR"
"Fred Zinnemann","Fred Zinnemann","DIRECTOR"
"Goldfinger","Goldfinger","MOVIE"
"Honor Blackman","Honor Blackman","ACTOR"
"Gert Fr--be","Gert Fr--be","ACTOR"
"Lois Maxwell","Lois Maxwell","ACTOR"
"Guy Hamilton","Guy Hamilton","DIRECTOR"
"The Running Man","The Running Man","MOVIE"
"Yaphet Kotto","Yaphet Kotto","ACTOR"
"Maria Conchita Alonso","Maria Conchita Alonso","ACTOR"
"Richard Dawson","Richard Dawson","ACTOR"
"Paul Michael Glaser","Paul Michael Glaser","ACTOR-DIRECTOR"
"The Sound and the Shadow","The Sound and the Shadow","MOVIE"
"Mary Kate Wiles","Mary Kate Wiles","ACTOR"
"Jennifer Landa","Jennifer Landa","ACTOR"
"Felix Avitia","Felix Avitia","ACTOR"
"Justin Paul Miller","Justin Paul Miller","DIRECTOR"
"Extreme Measures","Extreme Measures","MOVIE"
"Paul Guilfoyle","Paul Guilfoyle","ACTOR"
"Bill Nunn","Bill Nunn","ACTOR"
"Michael Apted","Michael Apted","DIRECTOR"
"Save the Last Dance","Save the Last Dance","MOVIE"
"Sean Patrick Thomas","Sean Patrick Thomas","ACTOR"
"Terry Kinney","Terry Kinney","ACTOR"
"Fredro Starr","Fredro Starr","ACTOR"
"How to Lose a Guy in 10 Days","How to Lose a Guy in 10 Days","MOVIE"
"Adam Goldberg","Adam Goldberg","ACTOR-DIRECTOR"
"Thomas Lennon","Thomas Lennon","ACTOR"
"Donald Petrie","Donald Petrie","DIRECTOR"
"When the Lights Went Out","When the Lights Went Out","MOVIE"
"Alan Brent","Alan Brent","ACTOR"
"Martin Compston","Martin Compston","ACTOR"
"Kate Ashfield","Kate Ashfield","ACTOR"
"Pat Holden","Pat Holden","DIRECTOR"
"Hav Plenty","Hav Plenty","MOVIE"
"Hill Harper","Hill Harper","ACTOR"
"Robinne Lee","Robinne Lee","ACTOR"
"Chenoa Maxwell","Chenoa Maxwell","ACTOR"
"Christopher Scott Cherot","Christopher Scott Cherot","DIRECTOR"
"Cyrus","Cyrus","MOVIE"
"Matt Walsh","Matt Walsh","ACTOR-DIRECTOR"
"Katie Aselton","Katie Aselton","ACTOR-DIRECTOR"
"Jay Duplass","Jay Duplass","DIRECTOR"
"Everything You Always Wanted to Know About Sex * But Were Afraid to Ask","Everything You Always Wanted to Know About Sex * But Were Afraid to Ask","MOVIE"
"Woody Allen","Woody Allen","ACTOR-DIRECTOR"
"John Carradine","John Carradine","ACTOR"
"I'm Not There.","I'm Not There.","MOVIE"
"Christian Bale","Christian Bale","ACTOR"
"Heath Ledger","Heath Ledger","ACTOR"
"Tyrone Benskin","Tyrone Benskin","ACTOR"
"Todd Haynes","Todd Haynes","DIRECTOR"
"Guiana 1838","Guiana 1838","MOVIE"
"Kumar Gaurav","Kumar Gaurav","ACTOR"
"Rufus Graham","Rufus Graham","ACTOR"
"Aasheekaa Bathija","Aasheekaa Bathija","ACTOR"
"Rohit Jagessar","Rohit Jagessar","DIRECTOR"
"The Lost Skeleton of Cadavra","The Lost Skeleton of Cadavra","MOVIE"
"Fay Masterson","Fay Masterson","ACTOR"
"Brian Howe","Brian Howe","ACTOR"
"Larry Blamire","Larry Blamire","ACTOR-DIRECTOR"
"Scoop","Scoop","MOVIE"
"Kevin McNally","Kevin McNally","ACTOR"
"Geoff Bell","Geoff Bell","ACTOR"
"The Prisoner of Zenda","The Prisoner of Zenda","MOVIE"
"David Niven","David Niven","ACTOR"
"Mary Astor","Mary Astor","ACTOR"
"Ronald Colman","Ronald Colman","ACTOR"
"John Cromwell","John Cromwell","DIRECTOR"
"The Thing","The Thing","MOVIE"
"Wilford Brimley","Wilford Brimley","ACTOR"
"Richard Masur","Richard Masur","ACTOR"
"David Clennon","David Clennon","ACTOR"
"John Carpenter","John Carpenter","DIRECTOR"
"Adam","Adam","MOVIE"
"Peter Gallagher","Peter Gallagher","ACTOR"
"Terry Walters","Terry Walters","ACTOR"
"Amy Irving","Amy Irving","ACTOR"
"Max Mayer","Max Mayer","DIRECTOR"
"Meet the Fockers","Meet the Fockers","MOVIE"
"Robert De Niro","Robert De Niro","ACTOR"
"Blythe Danner","Blythe Danner","ACTOR"
"Teri Polo","Teri Polo","ACTOR"
"The Lion of Judah","The Lion of Judah","MOVIE"
"Vic Mignogna","Vic Mignogna","ACTOR"
"Omar Benson Miller","Omar Benson Miller","ACTOR"
"Anupam Kher","Anupam Kher","ACTOR"
"Deryck Broom","Deryck Broom","DIRECTOR"
"Private Benjamin","Private Benjamin","MOVIE"
"Alan Oppenheimer","Alan Oppenheimer","ACTOR"
"Howard Zieff","Howard Zieff","DIRECTOR"
"Ondine","Ondine","MOVIE"
"Tony Curran","Tony Curran","ACTOR"
"Alicja Bachleda","Alicja Bachleda","ACTOR"
"Creepshow","Creepshow","MOVIE"
"Ted Danson","Ted Danson","ACTOR"
"Hal Holbrook","Hal Holbrook","ACTOR"
"Adrienne Barbeau","Adrienne Barbeau","ACTOR"
"George A. Romero","George A. Romero","DIRECTOR"
